token,logprob_actual,logprob_max,entropy,most_likely_token
B,-3.546454429626465,-1.8125848770141602,4.67125940322876,1
:,-11.321185111999512,-1.411238670349121,2.981560707092285,und
Ġ(,-5.526364803314209,-2.3628158569335938,6.873802185058594,Ġ
In,-5.897531032562256,-1.5310472249984741,5.365761756896973,1
ĠSch,-8.257116317749023,-1.525809407234192,4.539976596832275,halt
rift,-0.8298506140708923,-0.8298506140708923,3.0771634578704834,rift
spr,-7.898714542388916,-1.0034023523330688,2.372774124145508,form
ache,-0.0032693292014300823,-0.0032693292014300823,0.03443271294236183,ache
.),-6.332123756408691,-1.5737154483795166,3.6170730590820312,Ġab
ĠJa,-8.030574798583984,-2.668642520904541,5.7078471183776855,Ġ(
",",-0.4968162775039673,-0.4968162775039673,1.8771800994873047,","
ĠnatÃ¼rlich,-4.944121360778809,-1.8393027782440186,4.816131591796875,Ġich
.,-1.4530835151672363,-1.133985996246338,3.1070454120635986,","
ĠJ,-5.620074272155762,-2.201543092727661,4.538752555847168,ĠIch
eden,-1.1545917987823486,-0.9769537448883057,2.2139105796813965,eder
ĠM,-5.2138447761535645,-0.16376635432243347,0.8507264852523804,falls
orgen,-0.03878386318683624,-0.03878386318683624,0.2467922866344452,orgen
Ġbegin,-5.493654251098633,-1.3300944566726685,4.186413764953613,","
ne,-1.3683847188949585,-0.6581796407699585,1.1917083263397217,nt
Ġich,-0.016990577802062035,-0.016990577802062035,0.16673125326633453,Ġich
Ġden,-3.431769847869873,-0.8545403480529785,2.7742152214050293,Ġmit
ĠTag,-0.15077979862689972,-0.15077979862689972,1.1847484111785889,ĠTag
Ġmit,-0.4747939705848694,-0.4747939705848694,1.770873785018921,Ġmit
Ġeiner,-1.5508066415786743,-1.5345426797866821,3.470759868621826,Ġeinem
ĠT,-1.8893566131591797,-1.8893566131591797,5.380693435668945,ĠT
asse,-0.011546333320438862,-0.011546333320438862,0.09574884176254272,asse
ĠTee,-1.3078975677490234,-0.7910919189453125,2.4964046478271484,ĠK
.,-1.1235218048095703,-1.1235218048095703,1.8806989192962646,.
ĠIch,-2.1061501502990723,-2.1061501502990723,4.5044755935668945,ĠIch
Ġbin,-2.756286382675171,-2.0787551403045654,4.167651653289795,Ġtr
Ġjemand,-4.80306339263916,-1.4838074445724487,4.341977119445801,Ġein
",",-0.020526017993688583,-0.020526017993688583,0.1512652337551117,","
Ġder,-0.04118077829480171,-0.04118077829480171,0.3011043667793274,Ġder
Ġviel,-3.925135612487793,-2.402862548828125,4.592408180236816,Ġsich
ĠWert,-2.612847328186035,-0.883796751499176,3.2623162269592285,ĠTee
Ġauf,-0.24739430844783783,-0.24739430844783783,0.6694673299789429,Ġauf
Ġeine,-2.063009023666382,-2.0400922298431396,3.98272705078125,Ġseine
Ġruh,-4.776254177093506,-1.0931315422058105,2.5675151348114014,Ġges
ige,-0.007464849390089512,-0.007464849390089512,0.05659700557589531,ige
ĠM,-3.07611083984375,-0.9719057679176331,2.727923631668091,Ġund
orgen,-0.0056471810676157475,-0.0056471810676157475,0.05132018029689789,orgen
routine,-0.1988440454006195,-0.1988440454006195,0.778393030166626,routine
Ġleg,-0.1259198635816574,-0.1259198635816574,0.6596002578735352,Ġleg
t,-0.0011156531982123852,-0.0011156531982123852,0.009961234405636787,t
.,-0.5246598720550537,-0.5246598720550537,1.1988980770111084,.
ĠEs,-4.3492512702941895,-1.8294910192489624,4.215832710266113,ĠIch
Ġist,-0.9490359425544739,-0.9490359425544739,2.9110617637634277,Ġist
ĠfÃ¼r,-2.4720821380615234,-1.7364253997802734,3.84617280960083,Ġmir
Ġmich,-0.010746818035840988,-0.010746818035840988,0.09816552698612213,Ġmich
Ġsehr,-1.9560199975967407,-1.9560199975967407,3.678661823272705,Ġsehr
Ġwichtig,-0.16135485470294952,-0.16135485470294952,0.8704617023468018,Ġwichtig
",",-0.05298915132880211,-0.05298915132880211,0.4094564914703369,","
Ġdass,-1.2245378494262695,-1.2245378494262695,3.1931610107421875,Ġdass
Ġder,-2.8726954460144043,-0.18112899363040924,0.9501248598098755,Ġich
ĠStart,-4.498077869415283,-0.10594811290502548,0.6085473299026489,ĠTag
Ġin,-0.031574733555316925,-0.031574733555316925,0.24448055028915405,Ġin
Ġden,-0.046299632638692856,-0.046299632638692856,0.28299680352211,Ġden
ĠTag,-0.06726868450641632,-0.06726868450641632,0.36569422483444214,ĠTag
Ġents,-1.6342604160308838,-1.6342604160308838,3.3780055046081543,Ġents
pan,-0.004256831482052803,-0.004256831482052803,0.029650870710611343,pan
nt,-0.21607257425785065,-0.21607257425785065,0.5044155120849609,nt
Ġund,-1.229505181312561,-1.229505181312561,2.0096051692962646,Ġund
Ġnicht,-3.888812303543091,-1.749664545059204,3.732741355895996,Ġruh
Ġhe,-0.614498496055603,-0.614498496055603,2.0284271240234375,Ġhe
kt,-0.0002673506969586015,-0.0002673506969586015,0.003296155482530594,kt
isch,-0.0013546108966693282,-0.0013546108966693282,0.013691856525838375,isch
Ġist,-1.2329703569412231,-1.2329703569412231,2.1645824909210205,Ġist
.,-0.18022887408733368,-0.18022887408733368,0.7178096175193787,.
ĠO,-6.2100701332092285,-1.8255953788757324,3.9672396183013916,ĠIch
ft,-0.1346595138311386,-0.1346595138311386,0.4808219373226166,ft
Ġle,-3.0316081047058105,-1.605848789215088,3.907075881958008,m
se,-0.5354962944984436,-0.5354962944984436,0.8609569668769836,se
Ġich,-0.00809590145945549,-0.00809590145945549,0.07693028450012207,Ġich
Ġauch,-2.208071231842041,-1.9836384057998657,3.628943920135498,Ġin
Ġein,-2.989903450012207,-1.115651249885559,2.9028477668762207,Ġschon
Ġpaar,-0.9181900024414062,-0.9181900024414062,1.7013798952102661,Ġpaar
ĠSeiten,-0.2501481771469116,-0.2501481771469116,1.143468976020813,ĠSeiten
Ġin,-0.3680913746356964,-0.3680913746356964,1.2605756521224976,Ġin
Ġeinem,-0.3862590789794922,-0.3862590789794922,1.0226075649261475,Ġeinem
ĠBuch,-0.37540197372436523,-0.37540197372436523,1.2915700674057007,ĠBuch
",",-0.9331003427505493,-0.9331003427505493,1.5180498361587524,","
Ġdas,-2.572929859161377,-1.1204571723937988,3.426262378692627,Ġbevor
Ġich,-0.6248444318771362,-0.6248444318771362,1.6293607950210571,Ġich
Ġgerade,-0.23171618580818176,-0.23171618580818176,1.2578771114349365,Ġgerade
Ġle,-0.04348727688193321,-0.04348727688193321,0.35721254348754883,Ġle
se,-0.0008918836829252541,-0.0008918836829252541,0.008260888047516346,se
.,-0.6460410952568054,-0.6460410952568054,1.3785121440887451,.
ĠDan,-3.631232500076294,-2.314488649368286,4.170296669006348,ĠUnd
ach,-0.0030509138014167547,-0.0030509138014167547,0.02309338003396988,ach
Ġge,-2.7303295135498047,-1.9483108520507812,3.940920829772949,Ġm
he,-0.05476437881588936,-0.05476437881588936,0.21000033617019653,he
Ġich,-0.006721861660480499,-0.006721861660480499,0.0701911598443985,Ġich
Ġme,-1.9595489501953125,-1.8947649002075195,3.560518264770508,Ġdann
ist,-0.0013865152141079307,-0.0013865152141079307,0.014074636623263359,ist
ens,-0.1729375571012497,-0.1729375571012497,1.0332345962524414,ens
Ġzur,-3.6758272647857666,-1.754913568496704,3.5520033836364746,Ġnoch
ĠArbeit,-0.545607328414917,-0.545607328414917,2.3495709896087646,ĠArbeit
",",-1.6764843463897705,-0.9843418002128601,1.819951057434082,.
Ġent,-5.60907506942749,-2.1007447242736816,4.012590408325195,Ġwo
w,-0.0077574183233082294,-0.0077574183233082294,0.0720800906419754,w
eder,-0.000583597575314343,-0.000583597575314343,0.006443288642913103,eder
Ġins,-1.048771619796753,-1.048771619796753,2.5839810371398926,Ġins
ĠBÃ¼,-0.18337485194206238,-0.18337485194206238,1.146691918373108,ĠBÃ¼
ro,-0.0008076743106357753,-0.0008076743106357753,0.009997649118304253,ro
Ġoder,-0.07100054621696472,-0.07100054621696472,0.3951042890548706,Ġoder
Ġarbe,-4.935634136199951,-1.3650031089782715,3.05812931060791,Ġins
ite,-9.595887240720913e-05,-9.595887240720913e-05,0.00128997303545475,ite
Ġvon,-0.22148297727108002,-0.22148297727108002,1.162970781326294,Ġvon
Ġzu,-0.2056082785129547,-0.2056082785129547,0.6045278310775757,Ġzu
ĠH,-0.2299114316701889,-0.2299114316701889,0.5462956428527832,ĠH
ause,-2.3603161025675945e-05,-2.3603161025675945e-05,0.0003881686134263873,ause
Ġaus,-0.10530059039592743,-0.10530059039592743,0.46321791410446167,Ġaus
.,-0.23249632120132446,-0.23249632120132446,0.9130051136016846,.
ĠMein,-4.130401611328125,-2.2491722106933594,4.2920942306518555,ĠIch
ĠJob,-2.4070053100585938,-2.0679283142089844,3.946786403656006,ĠArbeit
Ġist,-0.7367015480995178,-0.7367015480995178,2.142509937286377,Ġist
Ġsehr,-0.9467941522598267,-0.9467941522598267,3.244752883911133,Ġsehr
Ġab,-0.9763888716697693,-0.9763888716697693,2.4655418395996094,Ġab
we,-0.00034898388548754156,-0.00034898388548754156,0.004086486995220184,we
ch,-0.0027178514283150434,-0.0027178514283150434,0.021307071670889854,ch
sl,-0.001191501971334219,-0.001191501971334219,0.011296727694571018,sl
ungs,-0.000685576000250876,-0.000685576000250876,0.006397094111889601,ungs
reich,-0.005816202145069838,-0.005816202145069838,0.043092451989650726,reich
",",-1.281769037246704,-1.0634748935699463,1.3151483535766602,Ġund
Ġund,-3.6219558715820312,-1.2552977800369263,2.749781847000122,Ġich
Ġes,-2.678116798400879,-0.6400002241134644,2.3055014610290527,Ġich
Ġgef,-3.501380681991577,-0.778819739818573,1.8406662940979004,Ġmacht
Ã¤llt,-0.002057222882285714,-0.002057222882285714,0.019627001136541367,Ã¤llt
Ġmir,-0.008571619167923927,-0.008571619167923927,0.07923927903175354,Ġmir
",",-1.0079960823059082,-1.0079960823059082,2.2678308486938477,","
Ġimmer,-3.6237213611602783,-1.213233232498169,3.563640594482422,Ġdass
Ġneue,-2.030594825744629,-0.5617305040359497,1.9133464097976685,Ġwieder
ĠHera,-2.891171932220459,-1.3537460565567017,2.974090099334717,ĠD
us,-3.576214658096433e-05,-3.576214658096433e-05,0.00046470784582197666,us
forder,-0.0007183355046436191,-0.0007183355046436191,0.008035412058234215,forder
ungen,-0.0027422227431088686,-0.0027422227431088686,0.02085605449974537,ungen
Ġzu,-0.21957990527153015,-0.21957990527153015,1.0976617336273193,Ġzu
Ġhaben,-1.4586652517318726,-1.3043874502182007,2.1669349670410156,Ġme
.,-0.3032706379890442,-0.3032706379890442,1.0686962604522705,.
ĠAm,-3.5336451530456543,-1.618004322052002,4.05979061126709,ĠIch
ĠNach,-1.4739508628845215,-1.4701323509216309,2.72186017036438,ĠAb
mitt,-0.0023831319995224476,-0.0023831319995224476,0.023424461483955383,mitt
ag,-0.003455502912402153,-0.003455502912402153,0.03034214675426483,ag
Ġge,-2.101823568344116,-2.101823568344116,4.315305709838867,Ġge
he,-0.017880206927657127,-0.017880206927657127,0.09367541968822479,he
Ġich,-0.005764645524322987,-0.005764645524322987,0.06013038754463196,Ġich
Ġoft,-2.263221502304077,-1.459684133529663,3.3984599113464355,Ġme
Ġsp,-2.5338196754455566,-1.5089460611343384,3.3334336280822754,Ġmit
az,-0.0007887351675890386,-0.0007887351675890386,0.007892866618931293,az
ieren,-0.0006713996990583837,-0.0006713996990583837,0.005870647728443146,ieren
Ġoder,-1.0877130031585693,-0.8595331311225891,1.3873271942138672,","
Ġtre,-1.7054210901260376,-1.7054210901260376,3.7997140884399414,Ġtre
ffe,-0.0902310386300087,-0.0902310386300087,0.29801619052886963,ffe
Ġmich,-0.2732023000717163,-0.2732023000717163,0.9428973197937012,Ġmich
Ġmit,-0.04878818988800049,-0.04878818988800049,0.36893975734710693,Ġmit
ĠFre,-0.29495325684547424,-0.29495325684547424,1.2667449712753296,ĠFre
unden,-0.001177690108306706,-0.001177690108306706,0.011258297599852085,unden
.,-0.6459301114082336,-0.6459301114082336,1.8219274282455444,.
ĠEin,-4.4046196937561035,-2.210999011993408,4.000298976898193,ĠIch
Ġg,-5.394528388977051,-0.4780423939228058,2.2048563957214355,mal
utes,-0.019373362883925438,-0.019373362883925438,0.129510760307312,utes
ĠGes,-2.3461976051330566,-1.852277398109436,3.480687141418457,ĠBuch
pr,-0.00600806437432766,-0.00600806437432766,0.04893984645605087,pr
Ã¤ch,-0.0005131834768690169,-0.0005131834768690169,0.005406996700912714,Ã¤ch
Ġoder,-3.2185442447662354,-1.106924295425415,2.9864656925201416,Ġmit
Ġeine,-1.424734354019165,-0.9120018482208252,2.5706300735473633,Ġein
Ġkleine,-4.652427673339844,-1.2018824815750122,3.5372142791748047,Ġgute
ĠWander,-2.9170336723327637,-0.9386202096939087,3.308202028274536,ĠUnter
ung,-0.0010494445450603962,-0.0010494445450603962,0.01072754617780447,ung
Ġin,-3.4809606075286865,-1.2329862117767334,3.414987087249756,Ġents
Ġder,-0.21086159348487854,-0.21086159348487854,1.1354671716690063,Ġder
ĠNatur,-0.2983283996582031,-0.2983283996582031,1.4292066097259521,ĠNatur
Ġtut,-3.9352285861968994,-1.5936939716339111,3.4969587326049805,Ġents
Ġmir,-0.4251539409160614,-0.4251539409160614,1.8351526260375977,Ġmir
Ġimmer,-1.1886035203933716,-1.1886035203933716,2.5573203563690186,Ġimmer
Ġsehr,-1.5808870792388916,-0.2921278774738312,0.8308669328689575,Ġgut
Ġgut,-0.005478724371641874,-0.005478724371641874,0.044583361595869064,Ġgut
.,-0.3334614038467407,-0.3334614038467407,1.1662780046463013,.
ĠAm,-2.7783234119415283,-2.233164072036743,3.999659776687622,ĠAb
ĠAb,-0.2976003587245941,-0.2976003587245941,1.1186752319335938,ĠAb
end,-0.00012003655137959868,-0.00012003655137959868,0.0016412684926763177,end
Ġko,-1.4695006608963013,-1.4695006608963013,3.739903211593628,Ġko
che,-0.0001045410826918669,-0.0001045410826918669,0.0014704614877700806,che
Ġich,-0.03656440228223801,-0.03656440228223801,0.2005387544631958,Ġich
Ġgerne,-1.6485003232955933,-1.6485003232955933,2.7809624671936035,Ġgerne
Ġetwas,-3.1802291870117188,-1.2761479616165161,2.3246634006500244,","
ĠLe,-0.9294945597648621,-0.9294945597648621,2.3967947959899902,ĠLe
ck,-0.008336862549185753,-0.008336862549185753,0.05418774113059044,ck
eres,-0.05469970777630806,-0.05469970777630806,0.21507064998149872,eres
Ġund,-1.61863374710083,-1.3136467933654785,1.7683181762695312,Ġoder
Ġents,-3.8740861415863037,-2.319044828414917,4.13005256652832,Ġgenie
pan,-0.000945121340919286,-0.000945121340919286,0.008784845471382141,pan
ne,-0.005193670280277729,-0.005193670280277729,0.03903926908969879,ne
Ġmich,-0.74898761510849,-0.74898761510849,1.9246172904968262,Ġmich
Ġbeim,-3.1340785026550293,-1.2892173528671265,2.383340835571289,Ġdann
ĠFern,-0.7645773887634277,-0.7645773887634277,2.092825412750244,ĠFern
sehen,-0.03782380744814873,-0.03782380744814873,0.16339564323425293,sehen
Ġoder,-1.031084656715393,-1.0256296396255493,1.8477318286895752,.
ĠhÃ¶,-5.84898567199707,-1.8144433498382568,2.963940143585205,Ġbeim
re,-0.002732474124059081,-0.002732474124059081,0.021329620853066444,re
ĠMusik,-0.6155135035514832,-0.6155135035514832,2.5815868377685547,ĠMusik
.,-0.4593591094017029,-0.4593591094017029,1.476027011871338,.

New Section
token,logprob_actual,logprob_max,entropy,most_likely_token
B,-3.546454429626465,-1.8125848770141602,4.67125940322876,1
:,-11.321185111999512,-1.411238670349121,2.981560707092285,und
ĠIch,-8.247481346130371,-2.3628158569335938,6.873802185058594,Ġ
Ġer,-4.134116172790527,-1.9568653106689453,4.145239353179932,Ġhabe
inn,-0.788524329662323,-0.788524329662323,1.9834990501403809,inn
ere,-0.006604865193367004,-0.006604865193367004,0.046215105801820755,ere
Ġmich,-0.2309674173593521,-0.2309674173593521,1.296844244003296,Ġmich
Ġan,-1.4397480487823486,-1.4397480487823486,2.9270381927490234,Ġan
Ġeine,-2.4803245067596436,-2.0685079097747803,4.081140518188477,Ġdie
ĠZeit,-3.5971391201019287,-2.864457845687866,6.045550346374512,ĠSituation
",",-0.35741594433784485,-0.35741594433784485,1.6345183849334717,","
Ġals,-1.5052461624145508,-0.8431615233421326,1.9432690143585205,Ġin
Ġich,-0.712641179561615,-0.712641179561615,2.7788283824920654,Ġich
Ġmit,-3.4291529655456543,-1.6625370979309082,4.629897594451904,Ġnoch
Ġmeiner,-1.9187769889831543,-1.9187769889831543,4.329804420471191,Ġmeiner
ĠFamilie,-1.9180704355239868,-1.2344690561294556,3.507601737976074,ĠM
Ġin,-1.2069895267486572,-1.2069895267486572,3.7486042976379395,Ġin
Ġeinem,-1.3260704278945923,-1.3260704278945923,4.1921210289001465,Ġeinem
Ġkleinen,-1.594862937927246,-1.594862937927246,4.419551372528076,Ġkleinen
ĠDor,-0.636421799659729,-0.636421799659729,2.5425095558166504,ĠDor
f,-0.001408419106155634,-0.001408419106155634,0.015611743554472923,f
Ġauf,-3.2668516635894775,-1.2287867069244385,2.4076499938964844,Ġin
Ġeinem,-3.1908507347106934,-1.0142797231674194,1.7820963859558105,w
ĠBerg,-2.5526466369628906,-1.6289006471633911,3.902390480041504,ĠH
Ġwar,-6.561320781707764,-0.6272560954093933,1.968993902206421,Ġle
.,-0.6132802963256836,-0.6132802963256836,1.3527456521987915,.
ĠEs,-1.524554967880249,-1.524554967880249,2.8861727714538574,ĠEs
Ġwar,-0.42853230237960815,-0.42853230237960815,1.2296888828277588,Ġwar
Ġein,-1.4675387144088745,-1.4046686887741089,3.269967555999756,Ġeine
ĠWinter,-6.795585632324219,-1.6059101819992065,3.3991918563842773,ĠschÃ¶
wo,-5.166294574737549,-0.8219418525695801,2.124661445617676,","
chen,-0.04157492145895958,-0.04157492145895958,0.19336333870887756,chen
ende,-0.002347097033634782,-0.002347097033634782,0.02377094142138958,ende
",",-0.8337848782539368,-0.8337848782539368,1.4720226526260376,","
Ġund,-0.309722363948822,-0.309722363948822,1.4915134906768799,Ġund
Ġwir,-0.8679842948913574,-0.8679842948913574,2.048825263977051,Ġwir
Ġhatten,-1.4677314758300781,-0.5947360396385193,1.806809902191162,Ġwaren
Ġviel,-2.9661810398101807,-2.4377901554107666,4.047366619110107,Ġeine
ĠSch,-0.8152748346328735,-0.8152748346328735,1.5392744541168213,ĠSch
nee,-0.005033439956605434,-0.005033439956605434,0.03691007196903229,nee
.,-0.40041738748550415,-0.40041738748550415,1.2422490119934082,.
ĠAn,-4.60563325881958,-1.2521729469299316,2.373361825942993,ĠWir
Ġdiesem,-0.37034666538238525,-0.37034666538238525,1.1658118963241577,Ġdiesem
ĠTag,-1.665578842163086,-0.5867385268211365,1.4446122646331787,ĠWochen
Ġsind,-6.306292533874512,-1.7234344482421875,3.1242141723632812,Ġwaren
Ġwir,-0.213680237531662,-0.213680237531662,0.9132617712020874,Ġwir
Ġalle,-3.1556339263916016,-1.4023160934448242,2.825272560119629,Ġmit
Ġzusammen,-0.8979707360267639,-0.8979707360267639,2.5451784133911133,Ġzusammen
Ġmit,-2.8379693031311035,-1.5423483848571777,2.9603190422058105,Ġin
ĠSchl,-3.4474384784698486,-1.5940144062042236,2.726820468902588,Ġunseren
itten,-0.016464559361338615,-0.016464559361338615,0.08487758040428162,itten
Ġden,-4.454479694366455,-0.7677311897277832,2.4960453510284424,Ġund
ĠHang,-3.730440616607666,-0.08047906309366226,0.4493367075920105,ĠBerg
Ġhin,-0.27209991216659546,-0.27209991216659546,0.9500546455383301,Ġhin
unter,-0.03159090504050255,-0.03159090504050255,0.15501093864440918,unter
ge,-0.39602357149124146,-0.39602357149124146,1.1932916641235352,ge
fahren,-0.04642334207892418,-0.04642334207892418,0.23609226942062378,fahren
.,-0.2764987349510193,-0.2764987349510193,0.7981687784194946,.
ĠEs,-1.3283334970474243,-1.3283334970474243,2.7535054683685303,ĠEs
Ġwar,-0.17148849368095398,-0.17148849368095398,0.776155412197113,Ġwar
Ġeine,-1.5470775365829468,-0.8311313390731812,1.9125021696090698,Ġein
Ġsehr,-2.3905138969421387,-1.4656959772109985,2.623350143432617,Ġw
Ġlust,-1.6223058700561523,-0.6252908706665039,2.008012294769287,ĠschÃ¶ne
ige,-0.0009458358981646597,-0.0009458358981646597,0.009899787604808807,ige
ĠErf,-3.4156699180603027,-0.4491782784461975,1.2900989055633545,Ġund
ahrung,-0.0014234182890504599,-0.0014234182890504599,0.012738075107336044,ahrung
",",-0.9439536929130554,-0.7854110598564148,1.267587661743164,.
Ġweil,-5.0431647300720215,-0.21879230439662933,0.9541469812393188,Ġund
Ġwir,-0.5918586850166321,-0.5918586850166321,1.7120777368545532,Ġwir
Ġalle,-0.761055052280426,-0.761055052280426,2.0301156044006348,Ġalle
Ġwie,-7.314995288848877,-0.3823782801628113,1.6614649295806885,Ġzusammen
ĠKinder,-2.003110647201538,-1.5512588024139404,3.3431613445281982,Ġverr
Ġwaren,-0.5995718240737915,-0.5995718240737915,2.7380032539367676,Ġwaren
",",-1.7875677347183228,-0.43394145369529724,1.0113404989242554,Ġund
Ġtrotz,-6.425917625427246,-0.777572751045227,2.0146820545196533,Ġdie
Ġdes,-2.139586925506592,-0.9728959798812866,1.8412127494812012,Ġunserer
ĠAl,-0.7183718085289001,-0.7183718085289001,2.734102249145508,ĠAl
ters,-0.0005211663665249944,-0.0005211663665249944,0.00541738560423255,ters
.,-4.436585426330566,-0.04904065281152725,0.30794769525527954,unt
ĠAber,-3.194347381591797,-1.4154301881790161,3.020458698272705,ĠWir
Ġwas,-4.040735244750977,-1.797794222831726,3.4263124465942383,Ġes
Ġmir,-2.0950541496276855,-1.2154316902160645,2.5113048553466797,Ġmich
Ġwirklich,-2.3200550079345703,-1.6788560152053833,3.119013786315918,Ġam
Ġin,-1.9815800189971924,-1.9815800189971924,3.5923681259155273,Ġin
ĠEr,-0.1075349673628807,-0.1075349673628807,0.5481633543968201,ĠEr
inner,-0.0004032037395518273,-0.0004032037395518273,0.003769048023968935,inner
ung,-0.0007387054502032697,-0.0007387054502032697,0.006274503655731678,ung
Ġge,-0.0905221477150917,-0.0905221477150917,0.425528883934021,Ġge
bl,-0.0009196343016810715,-0.0009196343016810715,0.008918576873838902,bl
ie,-2.9802276912960224e-06,-2.9802276912960224e-06,5.0393275159876794e-05,ie
ben,-0.00020740265608765185,-0.00020740265608765185,0.0025347364135086536,ben
Ġist,-0.007099520415067673,-0.007099520415067673,0.04970993101596832,Ġist
",",-0.019177967682480812,-0.019177967682480812,0.14667552709579468,","
Ġwar,-0.5253311395645142,-0.5253311395645142,1.3221254348754883,Ġwar
",",-0.8694701790809631,-0.8694701790809631,1.8829345703125,","
Ġdass,-0.7878854274749756,-0.7878854274749756,1.1499764919281006,Ġdass
Ġich,-1.148902416229248,-1.0961260795593262,2.270162582397461,Ġwir
Ġmich,-1.812949538230896,-1.812949538230896,4.085632801055908,Ġmich
Ġnach,-3.5633363723754883,-2.236393928527832,4.206432342529297,Ġan
Ġdiesem,-1.6380915641784668,-0.8909431099891663,2.1117753982543945,Ġdem
ĠTag,-0.6987610459327698,-0.6987610459327698,2.414328098297119,ĠTag
Ġviel,-4.387519836425781,-1.7585108280181885,3.9505157470703125,Ġsehr
ĠnÃ¤,-3.6078102588653564,-0.9471666812896729,3.1158876419067383,Ġbesser
her,-0.00035744477645494044,-0.00035744477645494044,0.004463554359972477,her
Ġmit,-1.688739538192749,-1.228769063949585,2.133087635040283,Ġzu
Ġmeiner,-0.4424937665462494,-0.4424937665462494,1.2595653533935547,Ġmeiner
ĠFamilie,-0.22556248307228088,-0.22556248307228088,0.869789183139801,ĠFamilie
Ġverb,-0.10226835310459137,-0.10226835310459137,0.48502832651138306,Ġverb
unden,-0.00015364897262770683,-0.00015364897262770683,0.001654302584938705,unden
Ġf,-0.5538203716278076,-0.5538203716278076,0.832520604133606,Ġf
Ã¼hl,-0.0007139279623515904,-0.0007139279623515904,0.006931610405445099,Ã¼hl
te,-0.0001411338453181088,-0.0001411338453181088,0.001765633700415492,te
.,-0.7100668549537659,-0.7100668549537659,1.4802045822143555,.
ĠEs,-1.4560952186584473,-1.15189790725708,2.857762336730957,ĠIch
Ġwar,-0.3178895115852356,-0.3178895115852356,1.2703356742858887,Ġwar
Ġein,-1.9649921655654907,-0.7834259271621704,2.1191906929016113,","
ĠMoment,-2.335177183151245,-1.7260892391204834,3.693235397338867,ĠTag
",",-0.6165041327476501,-0.6165041327476501,1.4786274433135986,","
Ġin,-0.36971530318260193,-0.36971530318260193,1.170151710510254,Ġin
Ġdem,-0.0027707540430128574,-0.0027707540430128574,0.023705843836069107,Ġdem
Ġwir,-0.9242668151855469,-0.8902168273925781,1.5871750116348267,Ġich
Ġuns,-1.9198870658874512,-0.4074797034263611,1.5119097232818604,Ġalle
Ġalle,-0.5845398902893066,-0.5845398902893066,2.0869975090026855,Ġalle
ĠunterstÃ¼t,-6.4723358154296875,-1.644547462463379,3.6492817401885986,Ġgeg
zt,-0.6518114805221558,-0.6518114805221558,0.9343509078025818,zt
Ġund,-0.6669204235076904,-0.6669204235076904,1.0428458452224731,Ġund
Ġgemeins,-4.483964443206787,-1.084155559539795,3.210848331451416,Ġgel
am,-0.011382403783500195,-0.011382403783500195,0.072363942861557,am
Ġgel,-2.520728588104248,-2.3353829383850098,4.5054931640625,Ġgef
acht,-2.877596378326416,-0.08906596153974533,0.40205395221710205,ie
Ġhaben,-0.20069409906864166,-0.20069409906864166,0.6686733961105347,Ġhaben
",",-1.2604479789733887,-0.6929907202720642,1.5574111938476562,.
Ġwas,-2.992318630218506,-1.532758355140686,3.759830951690674,Ġund
Ġdam,-7.282506465911865,-1.9642243385314941,4.052119255065918,Ġwir
als,-0.00035529976594261825,-0.00035529976594261825,0.0038440818898379803,als
